Professor,Average Rating,Mode Rating,Department,Would Take Again,Level of Difficulty,Num Ratings,School
61061165,2.6,2.6,Chemistry,36%,4.2,26,UC San Diego
67ee70d4,3.6,3.6,Biology,49%,4,123,UC San Diego
6bb374af,3.4,3.4,Biological Sciences,54%,4,117,UC San Diego
bbec4b36,4.2,4.2,Microbiology,67%,3.5,6,UC San Diego
4ebdd0af,2.9,2.9,Sociology,25%,3.3,45,UC San Diego
4af29433,3.7,3.7,Chemistry,52%,3.8,94,UC San Diego
36226d2a,2.8,2.8,Management,37%,4.1,22,UC San Diego
089fb1c7,2.7,2.7,Cognitive Science,32%,3.8,18,UC San Diego
54200363,5.0,5.0,Chemistry,100%,2.4,11,UC San Diego
82a44232,1.7,1.7,Computer Science,15%,4.5,78,UC San Diego
917ff797,4.8,4.8,Writing,100%,2.4,16,UC San Diego
481a45e4,4.4,4.4,Physics,100%,1.8,5,UC San Diego
ef2a0148,5.0,5.0,Physics,100%,2,1,UC San Diego
cdf2929f,3.9,3.9,Economics,43%,3.8,27,UC San Diego
3e734687,3.7,3.7,Computer Science,71%,3.7,477,UC Davis
626b7946,2.9,2.9,Mathematics,49%,3.8,314,UC Davis
9cef27af,4.1,4.1,Communication,76%,2.9,276,UC Davis
71f0b2db,2.2,2.2,Engineering,26%,3.5,239,UC Davis
70b1e3d6,4.4,4.4,Economics,83%,3,225,UC Davis
2b952573,4.2,4.2,Science,63%,3,225,UC Davis
e73ad342,2.6,2.6,Chemistry,39%,3.7,173,UC Davis
b6e9aa11,3.8,3.8,Computer Science,78%,2.8,167,UC Davis
12938783,2.5,2.5,Mathematics,38%,4.1,154,UC Davis
61fb0e2e,3.8,3.8,Human Development,64%,2.7,148,UC Davis
9f7ffba9,3.5,3.5,Social Science,57%,2.5,118,UC Davis
7a6bd08f,2.0,2.0,Mathematics,24%,3.9,101,UC Davis
ca61964a,3.9,3.9,Psychology,71%,2.8,97,UC Davis
2737d328,3.9,3.9,Animal Science,74%,3.2,87,UC Davis
8ee5d7cd,4.7,4.7,Music,86%,2.2,82,UC Davis
f3f7fb3d,2.8,2.8,Physics,47%,4.4,80,UC Davis
666e38ff,1.5,1.5,Chemistry,11%,4.6,76,UC Davis
abd3f783,2.3,2.3,University Writing Program,28%,4.4,73,UC Davis
a7642f38,2.5,2.5,Mathematics,23%,3.9,70,UC Davis
8c2ce869,4.3,4.3,Mathematics,79%,3.2,69,UC Davis
01bc995f,3.2,3.2,Computer Science,60%,3.4,66,UC Davis
b5ea031a,3.2,3.2,Computer Science,63%,3,66,UC Davis
20f4bd2f,2.3,2.3,Agricultural & Resource Economics,41%,3.5,56,UC Davis
8add66ac,2.9,2.9,Economics,28%,3.6,54,UC Davis
822130c7,3.4,3.4,Economics,46%,3.9,54,UC Davis
02b0739d,3.5,3.5,Mathematics,65%,3.3,53,UC Davis
655ca4e8,2.9,2.9,Science,57%,4.1,51,UC Davis
a18f9254,4.8,4.8,Religious Studies,96%,2.5,51,UC Davis
8830d4fe,1.9,1.9,Science,18%,4.2,50,UC Davis
49af1c51,4.1,4.1,Psychology,92%,2.8,50,UC Davis
71ad0069,4.3,4.3,Management,88%,2.9,50,UC Davis
1e6cdc48,4.6,4.6,Anthropology,90%,2.5,49,UC Davis
fb7d6f31,3.5,3.5,History,53%,3.3,48,UC Davis
8b73aa74,4.2,4.2,History,69%,3.4,43,UC Davis
7b2265eb,4.3,4.3,English,88%,3.6,43,UC Davis
3ce077d4,4.1,4.1,History,71%,2.9,42,UC Davis
9dd96283,3.2,3.2,Economics,48%,3.6,41,UC Davis
2ef23169,2.5,2.5,Physics,20%,3.3,39,UC Davis
4ca45749,4.7,4.7,Physics,100%,3.2,36,UC Davis
5af5605c,3.0,3.0,Mathematics,50%,3.3,36,UC Davis
d2b634da,4.1,4.1,Political Science,78%,1.9,36,UC Davis
3d72d8c6,3.1,3.1,Microbiology,49%,3.3,35,UC Davis
15897560,4.3,4.3,"Land, Air & Water Resources",80%,2.8,35,UC Davis
80c92593,3.4,3.4,Biology,43%,3.7,34,UC Davis
5437aa45,4.4,4.4,English,86%,3,26,UC Davis
c2bb0fe6,3.7,3.7,African-American Studies,69%,1.8,24,UC Davis
e0e59db2,2.5,2.5,Economics,35%,4.3,23,UC Davis
5944240b,3.2,3.2,Management,46%,3.4,22,UC Davis
2e771e36,4.2,4.2,Linguistics,79%,2.7,19,UC Davis
9cb2712e,4.7,4.7,Civil Engineering,95%,2.3,18,UC Davis
bdad225d,3.8,3.8,Religious Studies,58%,1.9,18,UC Davis
b59b3a6e,3.9,3.9,Psychology,67%,3.3,17,UC Davis
4f503d31,4.1,4.1,Animal Science,63%,2.9,17,UC Davis
4c8c2858,2.4,2.4,Psychology,25%,3.9,16,UC Davis
0ab79ab7,4.1,4.1,Sociology,75%,3.1,16,UC Davis
c84898c2,4.6,4.6,Mathematics,100%,2.5,15,UC Davis
8fd61fc5,3.9,3.9,Economics,72%,2.7,14,UC Davis
9e8f05b1,3.0,3.0,Engineering,0%,3.8,14,UC Davis
65ae5c17,4.2,4.2,Psychology,86%,3.1,14,UC Davis
b84906f6,3.9,3.9,Computer Science,62%,3.7,13,UC Davis
45f91067,4.0,4.0,Design,75%,3.1,12,UC Davis
cf7683fd,2.9,2.9,Chemistry,34%,3.7,9,UC Davis
d47c87c0,2.3,2.3,University Writing Program,34%,3.8,9,UC Davis
7dcb21f3,3.9,3.9,Humanities,72%,2.4,7,UC Davis
8e963149,4.4,4.4,Psychology,72%,2.6,7,UC Davis
96b4ae66,4.6,4.6,Law,86%,3.3,7,UC Davis
c308ac77,4.5,4.5,Atmospheric & Oceanic Sciences,84%,1.5,6,UC Davis
46f5a395,1.6,1.6,Computer Science,0%,4.4,5,UC Davis
e9f67b8d,4.0,4.0,Psychology,80%,3,5,UC Davis
b1a03268,4.2,4.2,Civil Engineering,80%,2.6,5,UC Davis
bc6203ea,5.0,5.0,English,100%,2,4,UC Davis
55f46442,4.0,4.0,Statistics,100%,3,4,UC Davis
4f9ff75a,4.3,4.3,Economics,100%,2.3,3,UC Davis
038c9803,5.0,5.0,Engineering,100%,4,2,UC Davis
22f1fa53,5.0,5.0,Women's Studies,100%,3.5,2,UC Davis
64b4eed6,3.9,3.9,Chemistry,83%,3.7,584,UC Davis
cd3aa54f,2.4,2.4,Statistics,34%,3.7,247,UC Davis
5289aeda,4.4,4.4,Mathematics,87%,3.3,213,UC Davis
5c8f7c18,2.4,2.4,Statistics,33%,3.8,176,UC Davis
45ac2fa6,2.1,2.1,Mathematics,15%,3.9,172,UC Davis
21d7d369,3.5,3.5,Statistics,65%,2.8,142,UC Davis
f7f79c66,2.9,2.9,Mathematics,47%,3.7,138,UC Davis
406319f8,1.6,1.6,Computer Science,15%,3.7,133,UC Davis
81467035,2.3,2.3,Mathematics,32%,3.9,126,UC Davis
9b2342e4,4.6,4.6,Classics,92%,2.3,125,UC Davis
df5c7664,3.4,3.4,Religious Studies,54%,3.1,122,UC Davis
d72fdbd1,4.9,4.9,Physical Ed,100%,3.6,109,UC Davis
40fe6d60,2.6,2.6,Human Development,34%,3.5,99,UC Davis
b0813893,4.4,4.4,Computer Science,84%,3.4,99,UC Davis
b7f158f1,4.2,4.2,Animal Science,85%,3,95,UC Davis
135808cf,5.0,5.0,Biological Sciences,99%,2.8,90,UC Davis
7b65491e,4.3,4.3,Science,77%,3,78,UC Davis
5989b6eb,2.6,2.6,Economics,46%,3.8,68,UC Davis
c2037830,2.7,2.7,Anthropology,63%,2.7,62,UC Davis
8c3dba6a,3.7,3.7,Computer Science,72%,3.8,59,UC Davis
ff3350e5,4.3,4.3,Psychology,82%,2.3,49,UC Davis
0c9764be,4.3,4.3,History,64%,2.5,47,UC Davis
ba157852,2.0,2.0,Mathematics,26%,4,47,UC Davis
67db9a55,3.4,3.4,Political Science,62%,3.5,47,UC Davis
1fe4eae3,3.8,3.8,Microbiology,74%,3,36,UC Davis
cdbf74b2,2.9,2.9,Computer Science,43%,3.9,33,UC Davis
e4dab737,4.7,4.7,Science & Technology Studies,89%,2.3,27,UC Davis
34525f4b,4.3,4.3,University Writing Program,77%,3.3,21,UC Davis
ba9ea1c2,4.8,4.8,Chinese,91%,3.3,17,UC Davis
4703bfbf,2.8,2.8,Sociology,38%,3.9,16,UC Davis
b0f9395a,4.8,4.8,Asian American Studies,86%,2.3,14,UC Davis
9be89215,4.9,4.9,Writing,100%,2.6,12,UC Davis
35b3564e,3.7,3.7,Writing,59%,2,12,UC Davis
66125027,4.4,4.4,Sociology,80%,2,10,UC Davis
86a8b00f,3.1,3.1,Mathematics,50%,3.1,10,UC Davis
a923ef1e,2.9,2.9,English,50%,3.1,8,UC Davis
ddd291da,3.7,3.7,Science,72%,3.1,7,UC Davis
169b2dd5,5.0,5.0,Sociology,100%,1.7,6,UC Davis
754065c7,2.2,2.2,Mathematics,20%,4.6,5,UC Davis
bc1c78a1,4.4,4.4,Anthropology,80%,3.8,5,UC Davis
770d02d5,5.0,5.0,English,100%,2,4,UC Davis
2c210699,5.0,5.0,Theatre amp Dance,100%,2.7,3,UC Davis
0fc1e781,4.1,4.1,Molecular/Cellular Biology,70%,3.2,438,UC Davis
29293887,3.6,3.6,Biology,50%,4,371,UC Davis
fc466d4f,3.0,3.0,Biomedical Engineering,52%,3.7,292,UC Davis
049e132c,4.8,4.8,Biological Sciences,95%,3.3,201,UC Davis
d0ef5776,2.8,2.8,Mathematics,47%,4,197,UC Davis
e538cea4,3.6,3.6,Computer Science,68%,4,184,UC Davis
ef7cf334,3.0,3.0,Design,50%,2.7,155,UC Davis
b1d028f3,4.0,4.0,Mathematics,82%,3,87,UC Davis
ddeeceb7,4.1,4.1,Mathematics,83%,3,75,UC Davis
7a547cec,4.7,4.7,Geology,96%,1.9,68,UC Davis
400bb195,4.7,4.7,English,97%,2.8,62,UC Davis
d4a8d3bd,2.7,2.7,Communication,35%,2.7,62,UC Davis
29cb1ba7,1.9,1.9,Mathematics,23%,4.2,61,UC Davis
f731174b,4.3,4.3,Biological Sciences,92%,2.8,59,UC Davis
c4f1fe09,3.4,3.4,Classics,55%,2.8,54,UC Davis
e7bdf6d3,4.4,4.4,American Studies,87%,2.2,43,UC Davis
8eb7eca4,3.1,3.1,Computer Science,52%,2.8,33,UC Davis
a8d3158f,3.2,3.2,Geology,54%,3.8,33,UC Davis
2140a652,4.4,4.4,Fine Arts,86%,3,29,UC Davis
4f6a70ad,3.7,3.7,English,63%,3.6,27,UC Davis
1de8d177,3.6,3.6,English,36%,3.6,26,UC Davis
37c70155,4.0,4.0,University Writing Program,72%,2.7,25,UC Davis
0df59006,3.7,3.7,Ecology Evolutionary Biology,71%,3,24,UC Davis
cad8e608,2.8,2.8,Art Art History,45%,3,22,UC Davis
aef8e6ac,2.4,2.4,Design,40%,2.9,20,UC Davis
e70cbfaa,3.2,3.2,Art,50%,4,20,UC Davis
7105ec54,2.4,2.4,Viticulture & Enology,29%,2.9,14,UC Davis
15f1769a,3.7,3.7,Film,67%,2.6,12,UC Davis
eeea74f1,4.9,4.9,Political Science,100%,2.9,10,UC Davis
26fbcc75,4.1,4.1,Management,100%,1.6,7,UC Davis
178a552f,1.3,1.3,Mathematics,17%,4.5,6,UC Davis
bae1b0e2,5.0,5.0,University Writing Program,100%,2,5,UC Davis
959f3a8d,5.0,5.0,English,100%,1,3,UC Davis
d90995de,2.5,2.5,Mathematics,30%,4.3,90,UC Davis
7a7daefc,3.3,3.3,Biology,54%,4,54,UC Davis
2f963f6b,4.1,4.1,Anthropology,83%,1.7,53,UC Davis
9e834e44,4.6,4.6,Food Science & Technology,95%,1.5,52,UC Davis
2a98ec7e,4.4,4.4,English,76%,3.6,51,UC Davis
7f256178,2.2,2.2,Health Science,20%,3.3,35,UC Davis
132a7adf,4.9,4.9,Mathematics,100%,2.7,34,UC Davis
79b92247,2.3,2.3,Psychology,22%,4.6,33,UC Davis
de08aacd,3.0,3.0,Statistics,54%,2.3,32,UC Davis
b6b91f6b,4.8,4.8,Humanities,97%,2.6,32,UC Davis
ec659e79,4.4,4.4,Human Development,87%,2.9,22,UC Davis
1be477d5,4.9,4.9,Comparative Literature,100%,2.2,17,UC Davis
2b91b134,4.7,4.7,Psychology,89%,2.7,17,UC Davis
99a9cb9a,4.1,4.1,University Writing Program,75%,2,8,UC Davis
df378a45,4.8,4.8,Philosophy,100%,2.5,6,UC Davis
87f6373a,3.8,3.8,Design,80%,2.2,5,UC Davis
d29eeee0,5.0,5.0,Music,100%,1,1,UC Davis
cadb94ac,5.0,5.0,Physics,100%,1.7,236,UC Davis
4344a142,2.8,2.8,Anthropology,67%,2.2,209,UC Davis
4e86077b,4.9,4.9,Biological Sciences,97%,3,130,UC Davis
2edd6cce,3.0,3.0,Statistics,53%,3.6,34,UC Davis
7b7f2dcd,3.7,3.7,Computer Science,70%,3.6,30,UC Davis
9b40b8ce,2.9,2.9,Philosophy,52%,3.4,27,UC Davis
e4443a19,3.1,3.1,English,45%,3.9,18,UC Davis
40964d50,4.2,4.2,Computer Science,86%,2.9,14,UC Davis
a5a640a1,2.0,2.0,Biomedical Engineering,25%,4,4,UC Davis
d00d59a8,2.3,2.3,Biological Sciences,25%,4.3,4,UC Davis
0781c757,5.0,5.0,University Writing Program,100%,2,4,UC Davis
199cb653,4.8,4.8,Management,94%,4.2,588,UC Davis
7b33f5f4,4.7,4.7,Psychology,96%,2.1,244,UC Davis
686e5a8a,3.8,3.8,Statistics,72%,3.1,211,UC Davis
eca80250,4.8,4.8,Psychology,98%,1.8,196,UC Davis
510c8692,4.5,4.5,Nutrition,86%,1.7,184,UC Davis
2548fd21,4.5,4.5,Geology,93%,2.2,123,UC Davis
25d7ebaa,2.8,2.8,Computer Science,36%,3.9,102,UC Davis
3ad15123,2.0,2.0,Computer Science,25%,4.5,99,UC Davis
69553ae8,2.2,2.2,Chicano Studies,23%,2.9,70,UC Davis
9b171cf0,3.8,3.8,Entomology,64%,3.4,54,UC Davis
844e1564,4.8,4.8,Science,95%,2,34,UC Davis
362b0ddb,1.9,1.9,Plant & Soil Science,20%,3.8,31,UC Davis
4ecc823a,3.5,3.5,Sociology,64%,3.5,19,UC Davis
36efdaa0,3.6,3.6,Design,69%,2.3,16,UC Davis
544de194,4.7,4.7,Sociology,100%,2.2,6,UC Davis
876993cd,2.5,2.5,Management,50%,3.2,6,UC Davis
f97d05c9,4.2,4.2,Electrical & Comp. Engineering,60%,3.4,5,UC Davis
05df3684,3.2,3.2,Chicano Studies,40%,2.4,5,UC Davis
36cbc813,4.5,4.5,Computer Science,100%,4,4,UC Davis
42f10c95,4.5,4.5,Plant Biology,100%,1.5,2,UC Davis
52604b42,5.0,5.0,Spanish,100%,2,1,UC Davis
09e05afd,4.1,4.1,History,72%,3.1,95,UC Davis
6f74b79c,3.8,3.8,Biological Sciences,59%,4,81,UC Davis
a919f44f,4.0,4.0,Mathematics,82%,3,69,UC Davis
8d1c5af9,3.9,3.9,Biological Sciences,39%,3.4,48,UC Davis
f6e8d3ff,4.2,4.2,Comparative Literature,88%,2.7,44,UC Davis
f5f1fc3d,2.1,2.1,Electrical & Comp. Engineering,20%,4.9,40,UC Davis
e3f2d7cb,3.3,3.3,Science,38%,3.7,40,UC Davis
1c7a9e3c,4.2,4.2,Communication,81%,2.8,36,UC Davis
b6ac9439,4.8,4.8,Education,100%,1.1,24,UC Davis
fb8cbbd7,1.7,1.7,Mathematics,12%,4.2,18,UC Davis
32765fda,2.6,2.6,Mathematics,34%,3.4,18,UC Davis
05bdbc8a,3.9,3.9,Biochemistry,75%,3,8,UC Davis
32ffcdb8,1.8,1.8,Anthropology,20%,2.8,5,UC Davis
40b009f2,3.1,3.1,Human Development,50%,2.5,4,UC Davis
82683930,5.0,5.0,Film,100%,2.3,3,UC Davis
4084f4d7,1.5,1.5,Physics,0%,4.5,2,UC Davis
796be044,3.9,3.9,Chemistry,90%,3.1,304,UC Davis
9c7676c6,2.5,2.5,Computer Science,26%,4.3,203,UC Davis
e3568be1,3.4,3.4,Education,69%,2.8,106,UC Davis
1ef2a828,4.5,4.5,Political Science,90%,3.4,79,UC Davis
b7643b01,3.4,3.4,Communication,46%,3.8,71,UC Davis
5b46a3b6,3.1,3.1,Economics,53%,3.5,61,UC Davis
bbb622b4,2.4,2.4,Landscape Architecture & Regional Planning,34%,3.5,60,UC Davis
5f6fabd4,3.1,3.1,Design,56%,2.8,58,UC Davis
50bcc057,3.0,3.0,Sociology,35%,3.6,52,UC Davis
874d56a3,4.1,4.1,Mathematics,80%,3.1,29,UC Davis
0a70edd0,3.5,3.5,University Writing Program,48%,3.5,26,UC Davis
9788959d,3.9,3.9,Environmental Toxicology,74%,2.3,26,UC Davis
d35f6068,2.4,2.4,Anthropology,24%,3.2,17,UC Davis
c3af9b39,2.1,2.1,Music,13%,4.8,8,UC Davis
ad478fab,4.9,4.9,Women's Studies,86%,2.4,7,UC Davis
83496c2e,4.8,4.8,Chicano Studies,100%,2.3,6,UC Davis
e6769a5a,4.8,4.8,Sociology,100%,2.2,5,UC Davis
7ab1ed05,4.8,4.8,English,100%,1.5,4,UC Davis
14efa2b3,2.5,2.5,Art,50%,3.5,4,UC Davis
06812100,4.3,4.3,English,100%,2.5,4,UC Davis
c0cdcd39,4.5,4.5,Political Science,100%,2.5,2,UC Davis
6cd38423,4.0,4.0,Chemistry,76%,3.6,461,UC Davis
381513fb,3.1,3.1,Mathematics,54%,3.7,226,UC Davis
67e498dd,4.0,4.0,Biology,54%,3.2,208,UC Davis
ff7ad57a,4.4,4.4,Psychology,82%,2.8,93,UC Davis
4d81e23b,2.7,2.7,Mathematics,10%,3.8,64,UC Davis
d7e5a827,3.5,3.5,Economics,54%,3.2,60,UC Davis
95bf14cf,4.6,4.6,English,90%,2.7,44,UC Davis
5949b1db,4.2,4.2,Engineering,75%,2.6,39,UC Davis
ce1c7c32,3.6,3.6,Philosophy,75%,2.7,36,UC Davis
c286287c,4.9,4.9,Education,100%,2,26,UC Davis
0c520c80,4.1,4.1,Human Development,79%,2.3,23,UC Davis
3ca879e8,2.1,2.1,Biological Sciences,23%,3.8,317,UC Davis
9ec25253,4.8,4.8,Biological Sciences,97%,2.8,240,UC Davis
da168410,4.4,4.4,Psychology,93%,2.7,166,UC Davis
b39e1f5d,3.7,3.7,Computer Science,52%,4.5,108,UC Davis
d94ff29d,4.7,4.7,Animal Science,97%,2.2,87,UC Davis
161c1bf3,4.2,4.2,Science,60%,3.7,79,UC Davis
c6aa10a4,4.2,4.2,Ethnic Studies,74%,2.5,52,UC Davis
2a76ca8a,2.6,2.6,Computer Science,38%,4.7,35,UC Davis
8abec41d,3.7,3.7,University Writing Program,62%,3.7,26,UC Davis
cdc01aa3,2.9,2.9,Environmental Science & Policy,29%,3.5,21,UC Davis
0f8db97b,1.4,1.4,Biological Sciences,12%,3.4,18,UC Davis
16837cd2,4.1,4.1,Computer Science,78%,2.7,18,UC Davis
8883f9b2,4.5,4.5,Design,100%,3.1,15,UC Davis
22d127d5,2.9,2.9,Art & Art History,50%,3.7,14,UC Davis
27679ca6,4.7,4.7,Linguistics,67%,3.7,3,UC Davis
68154647,3.2,3.2,Plant & Soil Science,57%,3,41,UC Davis
4f96b4d5,4.4,4.4,Neurobiology amp Behavior,83%,3.4,35,UC Davis
c5cc1655,2.1,2.1,Statistics,26%,3.7,27,UC Davis
4255b4df,4.5,4.5,Classics,87%,2.3,26,UC Davis
eb9750be,4.5,4.5,Statistics,93%,2.9,13,UC Davis
af08057c,4.9,4.9,Comparative Literature,100%,2.1,12,UC Davis
4f713023,3.4,3.4,Mechanical Engineering,20%,2.5,8,UC Davis
f429cf98,4.5,4.5,English,75%,1.3,4,UC Davis
8830d4fe,3.0,3.0,Microbiology,67%,3.7,3,UC Davis
705fa108,4.7,4.7,American Studies,96%,1.9,68,UC Davis
eced6d86,3.8,3.8,Chemistry,77%,3.4,67,UC Davis
9469e433,4.7,4.7,Psychology,88%,2.7,55,UC Davis
9fc42ab1,2.4,2.4,Communication,30%,3.5,42,UC Davis
7cebd2b3,4.5,4.5,Wildlife,83%,2.9,35,UC Davis
3067b9c7,4.7,4.7,Education,96%,1.9,29,UC Davis
60b6a76f,2.5,2.5,Plant & Soil Science,47%,3,26,UC Davis
8ea98203,2.8,2.8,Neurobiology & Behavior,46%,4,24,UC Davis
a5a16ecd,4.9,4.9,Comparative Literature,100%,2,18,UC Davis
042cc9fb,4.5,4.5,Ecology & Evolutionary Biology,100%,3,2,UC Davis
685a5958,3.1,3.1,Communication,42%,4,164,UC Davis
a7a92166,4.5,4.5,Statistics,97%,2.7,91,UC Davis
88eb99d8,4.1,4.1,English,79%,3.1,68,UC Davis
042f3dbc,5.0,5.0,Biological Sciences,100%,2,1,UC Davis
06a06164,3.0,3.0,Mathematics,23%,3.8,177,UC Davis
05ff0dfa,4.4,4.4,Communication,88%,2.4,157,UC Davis
736aa2e6,4.7,4.7,Computer Science,94%,2.6,94,UC Davis
0cce27ae,2.5,2.5,Biology,30%,3.8,61,UC Davis
b6d86a4a,2.9,2.9,Biological Sciences,41%,3.8,59,UC Davis
ba9b6c04,2.7,2.7,Mathematics,35%,3.9,20,UC Davis
98003432,4.8,4.8,History,91%,1.8,11,UC Davis
90530d6e,4.1,4.1,Mathematics,86%,4.1,7,UC Davis
2e7d24d5,2.8,2.8,Computer Science,50%,3.5,4,UC Davis
58750ee3,3.7,3.7,Computer Science,67%,4.3,3,UC Davis
284536ff,3.9,3.9,Philosophy,75%,2.9,121,UC Davis
a45718d6,1.9,1.9,Agricultural Economics,20%,4.4,55,UC Davis
f9face4f,2.0,2.0,Mathematics,14%,4.4,51,UC Davis
ee3cc3ac,3.1,3.1,History,48%,3.7,23,UC Davis
7c5daa9e,1.1,1.1,Political Science,0%,3.4,7,UC Davis
4a24702c,5.0,5.0,Psychology,100%,2,7,UC Davis
db077124,2.7,2.7,Biology,39%,4.4,90,UC Davis
cdee4728,3.2,3.2,Physics,60%,4.5,44,UC Davis
710814e3,3.9,3.9,Human Ecology,74%,3.4,19,UC Davis
df719c8b,2.7,2.7,Mathematics,34%,3.7,6,UC Davis
26229b63,3.0,3.0,Geology,50%,4,2,UC Davis
f8b514d6,4.4,4.4,Chemistry,89%,3.3,159,UC Davis
b31cc686,3.0,3.0,Biological Sciences,41%,2.9,106,UC Davis
06775169,3.9,3.9,Entomology,77%,3,48,UC Davis
e833450d,4.4,4.4,Statistics,88%,2.4,26,UC Davis
6da1c031,3.1,3.1,Economics,50%,3.7,21,UC Davis
8d30f7c3,2.8,2.8,Biomedical,34%,2.6,19,UC Davis
6a643c41,3.0,3.0,Wildlife,67%,3.2,14,UC Davis
4aa0f5d5,4.7,4.7,Religious Studies,93%,2.2,13,UC Davis
c9ca0e61,5.0,5.0,Neurobiology & Behavior,100%,2,2,UC Davis
2d89881f,3.2,3.2,Economics,57%,3.5,279,UC Davis
dd22316b,2.4,2.4,Physics,31%,4.3,130,UC Davis
df1b4345,3.3,3.3,Psychology,75%,3.1,96,UC Davis
6cef790b,4.5,4.5,Political Science,94%,3.2,92,UC Davis
b8b4be88,2.3,2.3,Communication,29%,3.4,53,UC Davis
050e4a04,4.8,4.8,Psychology,100%,2.3,52,UC Davis
a9a835fd,2.9,2.9,Engineering,75%,3.3,31,UC Davis
17014465,2.7,2.7,African-American Studies,47%,2.7,30,UC Davis
28e9fd85,1.5,1.5,Psychology,20%,2.8,20,UC Davis
6abf1170,3.6,3.6,Anthropology,70%,2.8,104,UC Davis
c30f9b77,3.7,3.7,Mathematics,75%,2.7,54,UC Davis
d6fd1896,4.0,4.0,Theatre & Dance,69%,2.8,25,UC Davis
e6fc7e06,2.4,2.4,Physics,34%,4.2,9,UC Davis
bf7a36ed,4.7,4.7,Mathematics,94%,3.1,398,UC Davis
f04e7d95,3.7,3.7,Writing,47%,3.6,124,UC Davis
9e817e4d,2.7,2.7,Chemistry,49%,3.4,111,UC Davis
02b420ed,3.8,3.8,Plant Soil Science,79%,1.9,50,UC Davis
eb15164d,3.7,3.7,Mathematics,70%,3.1,40,UC Davis
c609c0d7,1.7,1.7,Computer Science,15%,3.9,36,UC Davis
27d37fbf,4.1,4.1,Sociology,81%,3,31,UC Davis
399f9eda,3.7,3.7,Human Development,87%,2.8,27,UC Davis
45130be6,4.1,4.1,Political Science,78%,3.7,23,UC Davis
c8faa068,4.0,4.0,Environmental Science,88%,3.5,8,UC Davis
5759dede,5.0,5.0,Comparative Literature,100%,2.3,6,UC Davis
05145374,3.3,3.3,Music,100%,2,3,UC Davis
a23c7272,5.0,5.0,Human Development,100%,3,3,UC Davis
ff78bdd5,4.3,4.3,Humanities,67%,2.3,3,UC Davis
3f14d0ea,3.5,3.5,History,52%,3.1,98,UC Davis
d9faf952,4.6,4.6,Plant Pathology,90%,2.1,68,UC Davis
1f468147,4.2,4.2,Materials Science,55%,3,24,UC Davis
a1f324dd,3.1,3.1,Sociology,62%,2.5,18,UC Davis
2dee2a76,4.8,4.8,Engineering,100%,1.9,18,UC Davis
12c3c4bf,5.0,5.0,Art,100%,2.5,6,UC Davis
c828ea65,4.0,4.0,Mathematics,75%,3,145,UC Davis
46db14dc,3.6,3.6,Chemistry,68%,3.5,81,UC Davis
8d4bbf11,3.5,3.5,Electrical Engineering,58%,4.4,26,UC Davis
8c4941bb,4.9,4.9,Asian American Studies,100%,1.8,10,UC Davis
e1efdd68,1.6,1.6,University Writing Program,0%,4.4,8,UC Davis
4ed40dd2,3.5,3.5,Sociology,40%,2.5,4,UC Davis
c578f830,2.3,2.3,Animal Science,34%,3.8,101,UC Davis
1ce0d174,3.8,3.8,English,56%,3.5,82,UC Davis
d7830d51,4.2,4.2,Humanities,80%,1.6,57,UC Davis
baf00c58,4.5,4.5,Comparative Literature,98%,2.8,37,UC Davis
4c33474f,2.7,2.7,Women's Studies,23%,3,21,UC Davis
258c33f7,3.0,3.0,Ecology Evolutionary Biology,54%,3.3,15,UC Davis
f16355da,4.2,4.2,Sociology,77%,3,13,UC Davis
7aca5131,3.3,3.3,Philosophy,67%,3,3,UC Davis
6e57e38f,3.0,3.0,Nutrition,50%,3,2,UC Davis
d9e814f7,2.9,2.9,University Writing Program,45%,3.5,38,UC Davis
c1a2fabf,4.4,4.4,Women's Studies,84%,2.2,12,UC Davis
56e9206c,3.7,3.7,Political Science,70%,2.4,52,UC Davis
8bdf21e6,2.1,2.1,Chicano Studies,23%,3.2,9,UC Davis
29e7ef0b,3.9,3.9,Environmental Science,72%,2.7,7,UC Davis
16f62543,4.5,4.5,Electrical Comp. Engineering,91%,3.4,81,UC Davis
0e4fe83d,1.7,1.7,Microbiology,19%,4.2,107,UC Davis
4bcea1f1,3.6,3.6,Linguistics,59%,2.6,59,UC Davis
7da88fea,3.6,3.6,Communication,64%,3.4,36,UC Davis
d0a856df,4.2,4.2,University Writing Program,84%,3.1,34,UC Davis
8a55810e,1.4,1.4,English,8%,4.4,26,UC Davis
3fe560f8,4.8,4.8,English,88%,2.8,8,UC Davis
75512af8,5.0,5.0,Japanese,100%,3.5,6,UC Davis
7d9690f6,5.0,5.0,Comparative Literature,100%,2.5,4,UC Davis
91904cb9,5.0,5.0,Engineering,100%,3.7,3,UC Davis
0cbd3f6c,2.2,2.2,Mathematics,23%,4.4,267,UC Davis
f3db21c0,3.3,3.3,Mathematics,68%,3.1,189,UC Davis
c3321453,4.1,4.1,Anthropology,77%,2.3,82,UC Davis
768ba51e,4.4,4.4,Political Science,85%,3.7,69,UC Davis
74a275aa,2.5,2.5,Literature,43%,2.7,47,UC Davis
dff5e4c0,2.2,2.2,Animal Science,28%,2.5,43,UC Davis
c6ce28cc,3.5,3.5,French,82%,2.6,37,UC Davis
